Review
Few of shuttle just separated from base in just a single shot. Very poor qualityREAD MORE
shuttle is over rotatingREAD MORE
Very bad quality.READ MORE
Worst quality after 2 or 3 shots the ball started to rotate.READ MORE
Not expecting this kind of products from flipkart.READ MORE
No one better shuttles in the market.good quality and reasonable price.READ MORE
low qualityREAD MORE
Superb quality... And best price.. Thanks to flipkart..!READ MORE
second quality shuttles .. don't buy it... all are almost torn and shaped out... worst experience... go and buy in shop which costs around 750-800READ MORE
I don't think it is genuine cos I had it checked on the official website of yonex with the hologram number. Yet product is not bad and it does the job well. I will definitely be comparing this one with an original one from a shop near by and let others know the difference if any.READ MORE
Very bad quality this timeREAD MORE
"I've Received 6 duplicate n cheapest balls ,kept inside a broken box, which it was done deleberately. Worst experience, I've ever had with Flipkart. Can buy anything, except badminton yonex mavis 350.READ MORE"
"Quality is not good, rejected qualityREAD MORE"
This green cap shuttle is very good for indoor as well as outdoor play. Though it has a slow speed and is durable. Thanks for a great dealREAD MORE
Really Nice productQuick delivery Thanks filpkartREAD MORE
Very nice shuttleREAD MORE
Horrible product....each shuttle didn't last even I single day....Extremely poor quality..PatheticREAD MORE
Quality very low. Not orginalREAD MORE
WorstREAD MORE
Their is difference in online quality and market quality. local market products is far better than online productsREAD MORE
Dont but it.... worst productREAD MORE
Low quality very bad quality 😡READ MORE
"The Product is not original, the cork used to come out within 2 days of its use. Please don't buy these shuttles it's not original. Rather buy from the shop itself, the shop rates are the same.READ MORE"
Quality was not good as earlier also the manufactur date also very long back. Earlier shuttlecocks I received with max past month manufacturer. But now that also too back.READ MORE
Not genuine productREAD MORE
Waste productREAD MORE
I have used same shuttle before. This item is not the same quality. It's to slow. Disappointed that time.READ MORE
Very High PriceREAD MORE
"Bad bad , compare to ah year back coming mavis 350READ MORE"
"The yonex Mavis 350 is the best among all the yonex shuttlecocks. I am playing with it for more than one year. But the price is increasing unnecessarily, it was Rs. 729 in the last year.READ MORE"
Very bad product quality i have used 3shuttle in only 3days Totally wastage of money Copied productREAD MORE
All shuttle's were heavier than the specifications. It felt like we were playing with a cheap rip off of the original MAVIS 350READ MORE
3rd class quality  I want Returns but time is overREAD MORE
Worst shuttle ever. The shuttles started spinning after few shots and did not even come for a game.READ MORE
Certain corks are damaged. Certain corks are not even came for 2 matchesREAD MORE
Very bad quality 👎READ MORE
Not expected qualityREAD MORE
Bad quality.... couldn't play 1hr  by an shuttleREAD MORE
not durable. very poor qualityREAD MORE
but price is littel bit highREAD MORE
GoodREAD MORE
NiceREAD MORE
not the required one.READ MORE
This product is not original.please avoid online purchase.READ MORE
One shuttle was damaged and vobling..let me know what to doREAD MORE
Good quality productREAD MORE
Good shuttle and  classic productREAD MORE
got defective piecesREAD MORE
"bad packing, unsatisfiedREAD MORE"
Pros1. Quality product by yonex.It is original.2. Shuttle runs very long.3. Prompt delivery by flipkart.4. Shuttle is durable.Cons1.NoneREAD MORE
good quality..  nice product..  thanks fpr fast deliveryREAD MORE
Nice cockeREAD MORE
Good qualityREAD MORE
Scratch code mentioned in the barrel was verified in Yonex - Sunrise website. It mentioned that the product was duplicate.READ MORE
it's awsm 😎READ MORE
reasonable priceREAD MORE
"Excellent Product , Its 100% original product which i have received , Fast Delivery , No second tough go for it.....READ MORE"
One of the best offer given by My flipkart. best shuttle for tournaments and training. Always use this type of shuttles for play. No.1- yonex 350mavis Green. thanks to flipkart for best deal . always put these type of deal . i have booked for 599 only.......READ MORE
"good . no question about it . lasting for 15-20 matches . but you can purchase yonex mavis 350 blue one . little bit fast but good for smash , lasting same like green capREAD MORE"
Mavis 350 is quite durable and and really good for starters. But I recommend Mavis 500 for best practice sessions.READ MORE
"Received product before committed time. Thanks flipkart... This mavis 350 is really awesome product. It doesn't matter whether you are beginners, intermediate or advanced level of player this mavis 350 is definitely perfectly works for all. I am playing with this from last 2 years.READ MORE"
"Good ,very nicely packed and everyshuttle was very nice insude with perfect flight.READ MORE"
"got this product earlier than expected at Rs689 on 7 th april 2018  on sale. box was properly sealed with Feb2018 packing/import date i m not sure but Mrp was 1040. so, for me it was way cheaper than market price here (Rs 750 per box). I also checked popular websites but no one was close to Flipkart at that point. I always use Mavis 350 green cap for its stability, durability and speed in open court. Thanks Flipkart, hoping cheaper deal again.READ MORE"
"This is the best choice for people who wants to practice both indoor and outdoor badminton and not get into financial obligations of feather shuttle. Mavis 300 is hard to find at times, so 350 is a savior as it's always available. Yellow ones are a bit better for outdoor and white is fine indoors because of their respective colours against the given backdrop. Flipkart has offered best price in almost all season so far. Longevity of the shuttles are starkly less when played with at outdoor due...READ MORE"
"After a long time, got an entire box of genuine shuttles. Dynamic pricing strategy is a big no. Everyday prices can't go up and down. Otherwise we would be more than happy to buy.READ MORE"
very good product n durable but not good enough speed slows down little in mid airREAD MORE
The shuttles were imported in February 2018 (bought March last) and the serial number revealed after scratching the sticker shows that the item is genuine. Did not start to play yet. But the items look good and sturdy. Got it for 708 and i think it is worth for the price. Also happy to get the items delivered quickly.READ MORE
Best shuttlecocks... It's life is far better than li ning or any other shuttle in this price range... I purchased it from rs654  during sale... It's flight is also better than other shuttlecocksREAD MORE
Good n Nice balanced shuttles... Thanks retailnet n flipkart.. Hope we'l get more convincing rates of lowered one...READ MORE
"This shuttle is the best one, it is excellent 👍 price doesn't matter ❤️READ MORE"
"Quality  very bad,per day one cork finished,may be it look like duplicate  mavis 350 corks.I purchased  many cork boxes  from all sellers.that all cork  boxes  comes  15 days  for playing, but this box stays only 6 days ,so you understand  how delicate this cork box  isREAD MORE"
Cost is too high I hate the productREAD MORE
Very poor quality...inconsistent speed...poor flightREAD MORE
Yonex is always best in quality....READ MORE
worst shuttle... these doesn't last even for a day... very poor quality... not sure if it is due to stock issue or is that a copy product... I would never buy this through flipkart...READ MORE
"i have used this product. good for economic use. Durable and good balance. long lasting, even sustains wrong shots. Quiet economic when compared with Feather Shuttles.READ MORE"
I'm very happy with this product and its quality. It arrived before its actual delivery date given. Thanks Flipkart for your quick delivery.  I recommended it to everyone who would like to enjoy a longer and satisfied games.READ MORE
Amazing shuttlecockDurable and of best qualityGo for it.READ MORE
checked at Sunrisetnt.com . found genuineREAD MORE
Horrible!!! In my 1st order I received Mavis 200i which was not sealed and the bill was of Mavis 350 I thought it was mistake then i asked for replacement in replacement I received box of Mavis 350 which was again not sealed and inside were cheap shuttles of local quality. Do not buy from Flipkart.READ MORE
AverageREAD MORE
"Excellent synthetic shuttles from Yonex. I have used 350s, 500s as well as 2000s. I prefer these yellow ones for the visibility. In general the 350s are quite durable and long lasting (one shuttle can easily last half a dozen to a dozen intense games before the flight becomes unacceptable), and i found them to travel shorter distances than the 2000s and therefore prefer them.READ MORE"
Best shuttle available in the market. I have not used any other shuttles till now. So not aware of a better shuttle.The price I got it from Flipkart is really the best price. I have researched checking other online stores and sports shops. This is definitely the best price I could find.READ MORE
"Bad quality, i have pirchase 4 boxes but all are very fast.READ MORE"
Best shuttle available online no more discription needed.READ MORE
long lasting product.....nice product....READ MORE
best shuttleREAD MORE
🏸Good Quality... 🏸READ MORE
Fabulous itemREAD MORE
Nice quality.Very good product.I am very much thankful to Flipkart and the Courier company for delivering me so quickly.I am very happy.And I will definitely tell to my friends to order this product.READ MORE
Feels the quality is far less compared to previous set which was brought from other platform. 1 Shuttle is breaking or wobbling per 1 hr game session.. Feeling cheated..READ MORE
This is the original mavis 350READ MORE
Bad quality and poor quality while playing the ahuttles caps or looseREAD MORE
Two shuttles were durable out of 6..READ MORE
Poor quality. It was horrible. I didn't play two games with each shuttleREAD MORE
Worst product. Every ball in this box got flat within one or two strokes. The disappointed fact is Flipkart is not accepting the replacement because of open box delivery. Without using the product how could I know the quality?READ MORE
Best oneREAD MORE
Excellent product👌READ MORE
Very Bad Quality in filpkartREAD MORE
Delicate productREAD MORE
Bad qualityREAD MORE
Don't have good qualityREAD MORE
Quality of 2 shuttles not as per Mavis 350 standards.READ MORE
It's is good product and the service was very goodREAD MORE
2nd qualityREAD MORE
Local productREAD MORE
Very old stock.. not lasts to even 5 gamesREAD MORE
All shuttles are not good in view of balance.READ MORE
OkREAD MORE
Nice product all suttles are good 🥰🥰READ MORE
Nice productREAD MORE
Old one onlyREAD MORE
Super ballREAD MORE
According to cost it's average lifeREAD MORE
So worstREAD MORE
👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎Poor quality 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎READ MORE
Quality not good              It was broken after 2 matchREAD MORE
Nice product but damage in 1 daysREAD MORE
Not good at all this is the worst product I have bought at flipkartREAD MORE
Low quality. Not durabalityREAD MORE
BadlyREAD MORE
Very bad qualityREAD MORE
Very bad product a word to describe I write duplicate productREAD MORE
This time quality very very worstREAD MORE
Poor quality ☹️READ MORE
Very  low bad quality product Flipkart is fooling everyoneREAD MORE
"This shuttles were duplicates, these were not up to the mark.READ MORE"
Very bad product I ever receivedREAD MORE
Bad copy quality riceveREAD MORE
Waste of moneyREAD MORE
Quality is very bad and very very tired class shuttecockREAD MORE
WorstREAD MORE
So poor qualityREAD MORE
Reate is wery to muchREAD MORE
The worst shuttle ever I used so far. Don't buy this product. It is low in qualityREAD MORE
not upto mark cork getting cracksREAD MORE
Very poor quality Is not lasting for one set. Base is breakinf and the top is wornREAD MORE
"Bad quality, not good at all I dont like to prefer, beacuse delivery it's too late and as they comfortable they will change as theirs elf near me product is there also they will not deliver, if any emergency things don't order from flipcart better go some other apps ,....really too bad service.. product quality also too badREAD MORE"
Very goodREAD MORE
Good quality of shuttlesREAD MORE
"I'm writing this review only because before i have rated only 3 star because i received a duplicate product,,,now I'm rating 5 star as i have received the original yonex mavis 350 shuttle,,thank you and in future i hope i will only receive the original productsREAD MORE"
Bad productedREAD MORE
Good productREAD MORE
Received counterfeit product.READ MORE
If u play with this for about 3 to 4 hours daily then 1 shuttle would last for maximum 2 days..READ MORE
Good productREAD MORE
One day 1cap gaanREAD MORE
GoodREAD MORE
Superb. But why price is higher day by day. Between two weeks price is gained 170rsREAD MORE
Good qualityREAD MORE
Very costly now during lockdown phase previously it os 650 now sometimes 750 sometimes 850READ MORE
BestREAD MORE
I play every day with this and we play really hard in Courts. This has always been a best choice.READ MORE
This item is so good you can buy it it is originalREAD MORE
Excellent for Indoor courtREAD MORE
Genuine product. Nice packing.READ MORE
Good quality..😍🖤READ MORE
Nice thanks  FlipkartREAD MORE
Nice productREAD MORE
"Gradual decrease in quality, less longevity.READ MORE"
Nice productREAD MORE
wow productREAD MORE
1 box out of 4  boxes has very bad shuttle. All shuttles of that box was not playable.READ MORE
Product is not same as shown in the picture.READ MORE
just Average.... not 100% goodREAD MORE
"I realized that not to buy  shuttles from online ever. cheap and duplicate product.  no refund of your amount, only replacement of the product. plz don't waste your money.READ MORE"
Shuttle is just okayish.It's movement in the air is a bit different from other Mavis 350s.READ MORE
I found that some of the shuttle are differentREAD MORE
shuttle was not of genuine conectarte qualityREAD MORE
poor qualityREAD MORE
2 balls are waste. they are rotate. unable to play.READ MORE
very poor quality.... 1 shuttle in not standing more than 2 daysREAD MORE
original productREAD MORE
Shuttle not goodREAD MORE
good as expectedREAD MORE
goodREAD MORE
Yonex Mavis 350 is not a pure item. shuttle's are so oldREAD MORE
"Nice product 👌👌👌👌👌👌👌😎.I suggest you,plz buy this product .This is original product.Made in Japan 😀READ MORE"
Good👍READ MORE
very niceREAD MORE
niceREAD MORE
nice shuttle for outdoorREAD MORE
good productREAD MORE
amazing cost and amazing oneREAD MORE
The packing made by flipkart is absolutely perfect and the mavis 350 are pretty good But I think this is very cost for this out side we can get it for just rs600 we can play very hard with these shuttlesREAD MORE
good dilevary and very good productREAD MORE
it's worthREAD MORE
GoodREAD MORE
Looks like these are fake shuttles & not sold by yonex.READ MORE
worst product not to buy low qualityREAD MORE
shuttles were shapeless as they may have been mishandelrd while in transportationREAD MORE
product is not goodREAD MORE
"5 days for a delivery, it's something really very frustrating, even till now I didn't get the product.. please work on service.READ MORE"
bad qualityREAD MORE
Very good productREAD MORE
best quality shuttlesREAD MORE
good quality. value the moneyREAD MORE
very goodREAD MORE
Very worstREAD MORE
NOT BAD....READ MORE
shuttle is very good for me I am playing for last 8 days and the shuttle is still good.Value for money.Thank u Flipkart.READ MORE
"Bad Quality,,,,,,READ MORE"
Quality is not good. Little bit fast.READ MORE
Excellent it's original as I buy in local sports storesREAD MORE
"Poor quality, shuttle become broke within 3-4 hour playing .ie within 1 dayREAD MORE"
The shuttles worn off really quickly. More quickly than a regular mavis 350 does. So I tried to verify the authenticity of the product by entering the code on it onto the website and lo it was a genuine product.I've attached the pictures for reference. It developed a hairline crack so quickly after just half a match. All other shuttles had the same quality.READ MORE
Nice product best price superREAD MORE
If you are a professional player and played in Mavis 350 green colour then don't go for this product as this is lighter and slower than the green one. If you are a new buyer then you can go ahead and buy it as it doesn't matter. The speed is slower than the green Mavis 350READ MORE
Optimum weight and speed.. Easy to control the shots and easy court cover.  Good for learners and even beginners.. Base is not that of thermocol type material like its there in other yonex shurttles.. its a cork base so doesn't  get ruptured easily..  Worth buying👍READ MORE
It's not suitable for outdoorREAD MORE
It seems it is not original. Lighter and not lasting for more than an hour of play.READ MORE
Horrible shuttle I ever playREAD MORE
"Finally got orginal yonex mavis 350.Genuine piece.There are so many fakes avilable in market.so serious players buy from here, you wont regret.READ MORE"
One shuttle lasts hardly 5 days which is very less. So I would suggest to the makers to keep in mind this thing before manufacturing. Price is also very high. Make it either durable or cheap for user friendly.READ MORE
"Item received in excellent condition, that too within one day. Thanks to the team. However one suggestion, please don't send the item in such a big cardboard box. Its actually a wastage of resources.READ MORE"
Used both the boxes... People who say they are fake have either never played with mavis 350 or may have received a damaged box that might have disturbed the flight of the shuttle.... For me who plays with mavis 350 day in and day out... It is absolutely original and being speed 75...it plays well in Delhi heat above 35 degrees.... Will order moreREAD MORE
"Product is good as like as bought in the open market. Price also is equal to open market. It would be good in on line, if price is less.READ MORE"
nice itemsREAD MORE
Thank you flipkart for providing such a great product with good quality and great deal.READ MORE
shutte is durable(lasts long) with good flight time ...much better than what I purchased at local store. also with offer it is cheaperREAD MORE
I love it.....It is really very guudAs well as it has a fantastic delivery It's so early alsoREAD MORE
it's really good shuttle.  if you  want to improve your game it's best and also durable . it's flight is good and weight balance is superb.  it's best for amateur  levelREAD MORE
Not convinced with the quality of product.READ MORE
"There is no option to put images in the review section , the shuttles delivered were all used ones and not even Mavis 350 , The seller must be totally  unprofessional  , a basic check of a seal should be taken care by Flipkart atleastREAD MORE"
okREAD MORE
Value for MoneyREAD MORE
Excellent product but cost is higherREAD MORE
one Shuttle just broken in 4 days by a smashREAD MORE
"Shuttle is very poor,Guys dont purchase,flipkhart check with supplier,other very big impact other sales alsoREAD MORE"
"nice shuttle , The Flight is correct, and good durability.READ MORE"
Ball best but local rate are highREAD MORE
"Good, but flipcart price is too high. From the market we get it only 110 rs per peaceREAD MORE"
"Good, slow type cork, we r using it for daily game, one cork lasts for 3 daysREAD MORE"
Best shuttlecock ever.... we play everyday for abt 4 hours continusly.... and we still use 1 shuttlecock for about 8 to 10 days... it's very durable.. and has got really good flight... Yonex rocks.... 👍READ MORE
Very worst rateREAD MORE
shuttle has long life and light.READ MORE
Worst product.Dont go for it.It will not stand for an hour playREAD MORE
You are fleecing customers by tagging wrong MRP.READ MORE
Better for beginnersREAD MORE
"shuttle not Good ,even  1 match it will come,think twice before purchaseREAD MORE"
Its okkREAD MORE
1st time order quantity is good but next time quality is very poor . Shuttle not looking same also .READ MORE
Nice product for practiceREAD MORE
ExcellentREAD MORE
Good oneREAD MORE
NiceREAD MORE
GoodREAD MORE
It is good .READ MORE
Original product with great discountREAD MORE
Good productREAD MORE
"Absolutely good quality shuttles,and great packing by the team.READ MORE"
Product  is  good  but  price  is  increased  Retailer  price  is  620 .READ MORE
"Dear Retailnet, this is the second order, second order  was ifferent to first one. this one the packing look different and the quality was nice.thanks happy with the second orderREAD MORE"
"Best cicks,but price was very highest please think itREAD MORE"
Poor product...READ MORE
Poor qualityREAD MORE
Value for moneyREAD MORE
Not badREAD MORE
BestREAD MORE
Not so good.READ MORE
Quality not good and rotate the cork new oneREAD MORE
Very worst productREAD MORE
Best qualityREAD MORE
One roll of corks Only two piece of cork is goodBut other four corks is waste after one match corks rolling So don't buy this productREAD MORE
"Bad product. Out of 6, one or two number shuttle were good. All others are getting damaged in one matchREAD MORE"
Bad quality .READ MORE
Nice product and packingREAD MORE
This seems to be duplicate...general shuttle can be used around 3 to 5 days..but this online purchased product cannot be used more than 1 day...you can feel the difference with the shuttle while playingREAD MORE
SuperREAD MORE
Best qualityREAD MORE
Going bad quickly. 1 to 2 days.READ MORE
"Extremely good,fully satisfied with its quality wishes to place repeat orderREAD MORE"
Best shuttle corkREAD MORE
After playing 3to 4 matches cork gets rotate.  No longer used to play further games.READ MORE
Good quality productREAD MORE
Best for out gameREAD MORE
You. Should definitely buy thisREAD MORE
"Nice quality, genuine product and affordable priceREAD MORE"
It is good for outdoor. Easy to spoil when it contact with water.READ MORE
Nice must buyREAD MORE
GoodREAD MORE
Good productREAD MORE
Nice oneREAD MORE
Excellent 👌READ MORE
Thanks FlipkartREAD MORE
Best oneREAD MORE
Very goodREAD MORE
OkREAD MORE
Very good productREAD MORE
Breaking in 1 hour game . Bad qualityREAD MORE
As expected... Nice..READ MORE
Superb..READ MORE
ExcellentREAD MORE
Good productsREAD MORE
NiceREAD MORE
Nice product and longlifeREAD MORE
Very goodREAD MORE
WorthyREAD MORE
Very nice product thank you Flipkart original Mavis 350 ....READ MORE
Nice product. .READ MORE
GoodREAD MORE
GoodREAD MORE
I received original product.READ MORE
"Very good shutles ,READ MORE"
GoodREAD MORE
One ball play on one weekREAD MORE
Genuine productREAD MORE
Best products of whole yonex companyREAD MORE
Bad quality...READ MORE
Very niceREAD MORE
goodREAD MORE
The bottom quality is not up to the mark. The wooded cork breaks apart when directly hit by the frame.READ MORE
Okay okREAD MORE
GoodREAD MORE
OkREAD MORE
"It was a genuine product, received in perfect condition.READ MORE"
GoodREAD MORE
Easily got damagedREAD MORE
Worst boxREAD MORE
GoodREAD MORE
On time delivery and quality was goodREAD MORE
Now a days getting bad quality.READ MORE
THIS SHTLES ARE VERY NICE AND ORIGNAL .ONE CAN BUY FROM THIS SITEREAD MORE
Nice 👍👍👍READ MORE
Some shuttle quality wise not good actually we need to hit the shuttle with more power even thought it won't.READ MORE
Very bad not goodREAD MORE
GoodREAD MORE
Very bad productREAD MORE
GoodREAD MORE
Very poor quality. Don't buy.READ MORE
It's goodREAD MORE
Nice... Cost was highREAD MORE
Product is good prices are highREAD MORE
NiceREAD MORE
GoodREAD MORE
Very good productREAD MORE
Quality not goodREAD MORE
Good.READ MORE
Very niceREAD MORE
goodREAD MORE
Very goodREAD MORE
FantasticREAD MORE
Full Balanced Shuttle Great Experience with FlipkartREAD MORE
OkayREAD MORE
GoodREAD MORE
shuttle are very smooth i like itREAD MORE
Very goodREAD MORE
350 best shuttle for intermediate players.READ MORE
NiceREAD MORE
Superb qualityREAD MORE
SuperREAD MORE
Very worestREAD MORE
ExcellentREAD MORE
Price is too highREAD MORE
Nice productREAD MORE
Best qualityREAD MORE
GoodREAD MORE
GoodREAD MORE
Good Quality and more discount. 👌👌READ MORE
Good product qualityREAD MORE
"This set of shuttle is very fine and long lastic , sustainable.READ MORE"
Worth to buyREAD MORE
"Prodct is good, long lasting and powerfull.READ MORE"
Reliable product with best serviceREAD MORE
Try to reduce the cost this productsREAD MORE
Great shuttleREAD MORE
Well conditionREAD MORE
Always good...READ MORE
"Product is good,but price costlyREAD MORE"
Great shuttle best in allREAD MORE
SuperREAD MORE
It's nothing to say hate but it's fantastic....READ MORE
OkREAD MORE
GoodproductREAD MORE
Very goodREAD MORE
Valuable product 👍READ MORE
Quality not good...READ MORE
Very goodREAD MORE
Very niceREAD MORE
Best QualityREAD MORE
Good productREAD MORE
Nice shuttleREAD MORE
OkREAD MORE
ExcellentREAD MORE
Very goodREAD MORE
Durable and pretty smooth while controllingREAD MORE
GoodREAD MORE
GoodREAD MORE
Good oneREAD MORE
Very goodREAD MORE
GoodREAD MORE
Good quality productREAD MORE
"Nice,READ MORE"
Good 😊READ MORE
Gud qualityREAD MORE
GoodREAD MORE
GoodREAD MORE
WorstREAD MORE
GoodREAD MORE
NiceREAD MORE
Good productREAD MORE
Worst product no qulityREAD MORE
GoodREAD MORE
"Awesome.,..got at such a price.....thank you so much flipkartREAD MORE"
GoodREAD MORE
Very nice productsREAD MORE
As expected. Thank youREAD MORE
GoodREAD MORE
Using this product Mavis 350 for years . But this time very poor quality shuttles received..READ MORE
Very niceREAD MORE
Not good no variginalREAD MORE
Very good.. recommendedREAD MORE
The best yonexREAD MORE
Nice og productREAD MORE
NiceREAD MORE
Bad quality productREAD MORE
GoodREAD MORE
Worst products not buy online shop yonex mavis 350READ MORE
Supr 👍READ MORE
The shuttles are very nice. Nothing to complain aboutREAD MORE
NiceREAD MORE
There is no debate these are the best in the market but are always out of stockREAD MORE
It is excellent item. Good performanceREAD MORE
Very nice n original productREAD MORE
Very good shuttleREAD MORE
GoodREAD MORE
Good productREAD MORE
This is really nice as I use this for a long time and particularly from this seller - BPTLREAD MORE
GoodREAD MORE
Original productREAD MORE
Good priduct qualityREAD MORE
Good productREAD MORE
Not badREAD MORE
"Very worst product, each shuttle not lasting for a single matchREAD MORE"
Very nice productREAD MORE
GoodREAD MORE
This price segment one of the best shuttle by Yonex I'm used this product last 4year experience best this segment ☺️READ MORE
"These are fake shuttles, and didn't even last a day, each shuttle was broken in the same manner, the bottom cork kept breaking without even damaging the skirt or without any notable wear and tear caused while playing.READ MORE"
Super productREAD MORE
SuperREAD MORE
received original quality..durability is pretty good.. got original Mavis 350 ..thanksREAD MORE
Attrocious.  Product was not worth.  Please avoid selling such item to sustain in market.READ MORE
The product although satisfies it's quality.READ MORE
Good qualityREAD MORE
OkayREAD MORE
Durable productREAD MORE
Quality not adequateREAD MORE
Good onesREAD MORE
Nice shuttleREAD MORE
Best produce 100% genuineREAD MORE
GoodREAD MORE
"Mavis 350 shuttlecock is best but the product i received was not original. Maybe this is the fault of the supplier. We could play one or two games (basic, intermediate) using one shuttlecock but with the original shuttlecock we could play a 10 15 match. So be careful when you are buying.READ MORE"
Very good productREAD MORE
"Worst quality, i never expected this from Flipkart.READ MORE"
GoodREAD MORE
Genuine shuttles and hence trusted sellerREAD MORE
Very geniune product and more durable thanks for flipkartREAD MORE
Original shuttles ni doubtREAD MORE
Great dealREAD MORE
Good productREAD MORE
Very Good for daily use. If price was around 500. It would have been goodREAD MORE
Quality of the shuttle is comes downREAD MORE
Very nice productREAD MORE
GoodREAD MORE
Great comboREAD MORE
GoodREAD MORE
ExcellentREAD MORE
Worst Quality it's not the fault of Yonex but this hera pheri is done by Flipkart facility centre it's fare with costumer it's loss of time and moneyREAD MORE
"Good Product.  Thanks, flipkart, for fastest deliveryREAD MORE"
The product was with low quality. Waste of moneyREAD MORE
Super quality and worth for moneyREAD MORE
We always prefer this one 🏸READ MORE
Product is goodREAD MORE
Very good quality.READ MORE
"The shuttles was excellent , many are thinking that the shuttles which we are buying can be develivered as a duplicate ones but they are real.READ MORE"
Really goodREAD MORE
Good 👍🏻READ MORE
SuperREAD MORE
GoodREAD MORE
GoodREAD MORE
It is original one and one day delivery within 24hrsREAD MORE
It will become damaged after two gamesREAD MORE
Nice but 10game after loose corkREAD MORE
GoodREAD MORE
GoodREAD MORE
Not goodREAD MORE
GoodREAD MORE
"After 2 ,3 games it is spinningREAD MORE"
GoodREAD MORE
It's not good..READ MORE
NiceREAD MORE
Very goodREAD MORE
GoodREAD MORE
Nice not goodREAD MORE
BadREAD MORE
SuperbREAD MORE
GoodREAD MORE
As usual best in marketREAD MORE
Excellent shuttles for intermediate players in indoorREAD MORE
Quality of this product become poor when we buying from flipkart...nit recommendedREAD MORE
NiceREAD MORE
Worst qualityREAD MORE
GoodREAD MORE
Worth of CostREAD MORE
SuparREAD MORE
GoodREAD MORE
best in marketREAD MORE
It is very good product it is better than other Yonex suttle in the range of 1100 aproxREAD MORE
Good qualityREAD MORE
GoodREAD MORE
Nice good QualityREAD MORE
Good productREAD MORE
Excellent productREAD MORE
Good sbuttle's👍🏻READ MORE
Good but delivery date is lateREAD MORE
"Product are good only, but we received the stocks ,which is 3-4 month befor manufactured.READ MORE"
Great product. Timely deliveryREAD MORE
GoodREAD MORE
The bestREAD MORE
Best qualityREAD MORE
My daughter is happy n dilivary  boy behavior is very goodREAD MORE
Very Light Weight compare to offline productsREAD MORE
Very good qualityREAD MORE
NiceREAD MORE
good productREAD MORE
Good oneREAD MORE
